vehicle_id,location,mean_speed,std_speed,mean_acc,std_acc,mean_headway,min_headway,mean_th,min_th,th_frac_critical,mean_delta_v,max_delta_v,lat_std,cmv_flag,near_miss
1792,i-80,16.047031293913044,9.526841411533743,0.0049999999999999,4.445708871739441,46.36246376811594,11.95,2.7575362318840577,0.67,0.7391304347826086,9.543478260869566,297.0,11.43532255915855,0,1
1796,i-80,11.4707696684,7.112716067477665,0.0035999999999999,3.676011531337121,61.71713333333333,24.52,8.904666666666667,1.47,0.2,1.5926666666666671,147.30000000000004,4.365225728531009,1,1
1798,i-80,11.71474188715447,9.078260524899855,-0.2881300813008129,4.26558038055083,69.4409756097561,13.95,6.790569105691057,1.61,0.3008130081300813,0.5747967479674789,18.800000000000026,1.288660721815852,0,0
1799,i-80,12.478147498939398,7.511770084407979,-0.3865151515151515,3.9881840718061614,49.65295454545455,19.32,4.169545454545455,1.22,0.4469696969696969,0.3068181818181807,8.499999999999943,13.890295731471998,0,1
1800,i-80,9.358861140666669,6.605893509446089,0.0342666666666666,4.530283981004487,73.85693333333333,24.78,9.331733333333334,0.95,0.2266666666666666,18.59133333333333,777.0,22.69706190072756,0,1
1801,i-80,8.978721009929078,8.002443059757057,-0.2746099290780143,4.640269468426914,44.56687943262411,21.4,13.211773049645393,0.85,0.2836879432624113,0.271631205673758,10.499999999999972,4.975176247564124,0,1
1803,i-80,10.76637004176871,7.692215628571887,-0.3851700680272109,4.428361172754343,42.84408163265306,17.56,4.554285714285714,1.38,0.4965986394557823,0.5265306122448974,17.70000000000003,19.83654786131017,0,1
1805,i-80,11.963542264266668,6.434964015442641,0.4779333333333334,4.355290125360495,66.55113333333333,25.11,5.260866666666668,2.23,0.16,25.336,706.8000000000001,10.401596815815925,0,0
1806,i-80,8.7207249472,5.811562691823379,-0.2160666666666667,4.689927361190559,43.815133333333335,23.56,6.526866666666667,1.27,0.3333333333333333,7.2826666666666675,286.1,4.999439133213985,0,1
1807,i-80,12.405818609589044,8.14650494571095,0.0124657534246575,4.757646993274321,39.1713698630137,19.43,4.869041095890411,1.18,0.6027397260273972,0.7445205479452048,16.6,12.187276493295927,0,1
1809,i-80,11.641542350133337,6.121105563775172,-0.3481999999999999,4.236697788095229,47.20646666666667,19.63,3.621,1.57,0.5466666666666666,0.8286666666666688,13.500000000000014,1.096896031528104,0,0
1810,i-80,11.316860618533331,8.300627605745403,0.6755333333333334,4.035454705493482,50.88006666666666,19.56,5.840199999999999,1.07,0.3533333333333333,10.640666666666666,431.3,13.43589464998862,0,1
1813,i-80,9.411724762933334,6.807518958353496,-0.6312,4.0400411852509,42.59753333333333,16.02,5.366333333333333,1.27,0.42,9.916,443.9,2.0893835801418663,0,1
1813,i-80,9.006270325600001,6.274071012693779,-0.2189333333333333,4.168933223705274,44.446266666666666,15.57,5.5266,1.59,0.36,8.667333333333334,443.9,22.54099325221144,0,0
1814,i-80,10.2282245452,7.534562570654593,0.3170666666666666,4.357326245411118,61.25666666666667,18.63,9.282333333333332,1.87,0.2,27.375333333333334,1170.7000000000005,12.055776588013297,0,0
1818,i-80,9.534724730133336,6.137870627788939,0.2223333333333333,3.9194425738216223,49.6872,8.86,6.2366,0.85,0.2866666666666667,13.141999999999998,781.3999999999999,9.9427639330076,0,1
1819,i-80,12.648273753225808,6.838943975806191,0.1975806451612902,4.2057792934233005,52.02274193548387,20.07,3.852741935483872,1.64,0.4354838709677419,0.2499999999999995,19.29999999999993,11.56567049351352,0,0
1821,i-80,9.319542969333334,6.789791943711552,0.3128,3.588995507335981,47.87826666666667,21.15,5.338466666666666,1.34,0.2466666666666666,17.365333333333336,513.4,1.0297795107500565,0,1
1824,i-80,10.4862244764,7.251572170478094,-0.4918666666666667,4.255002643816033,53.2602,23.62,5.1438,1.46,0.2733333333333333,24.26533333333333,711.3,13.166119271892544,0,1
1825,i-80,10.077042767333332,7.0785363639872125,-0.1074666666666667,4.774521893442523,50.6784,22.25,4.765133333333334,1.52,0.3066666666666666,0.6080000000000012,28.50000000000001,1.2813640714932064,0,0
1827,i-80,9.998633697333334,5.305961966683532,0.1280666666666666,4.185250819850099,47.6946,25.33,4.708799999999999,1.1,0.4133333333333333,10.678000000000004,526.9,7.2578407683886335,0,1
1828,i-80,14.49277688392157,7.502510864318137,0.4266666666666667,4.706242396195628,78.26519607843137,27.52,6.042843137254903,1.31,0.4215686274509804,0.3147058823529391,18.39999999999989,25.644217425227836,0,1
1830,i-80,19.49966621301205,8.523651217957152,0.6865060240963856,4.546628188796439,98.45710843373494,48.53,3.706746987951807,1.7,0.3734939759036144,0.6975903614457848,35.2000000000001,11.896428008809712,0,0
1831,i-80,11.571405051608394,7.72671818986611,-0.2997902097902097,4.327028461634011,49.39111888111888,24.1,4.143916083916084,1.79,0.4545454545454545,0.5391608391608389,13.299999999999985,15.561165324834054,0,0
1832,i-80,8.529997725333335,6.859440212998495,-0.2521999999999999,4.465952158785823,46.24273333333333,25.18,10.086666666666666,1.37,0.2933333333333333,0.6966666666666664,16.000000000000014,5.340058015353186,0,1
1833,i-80,8.818224921200002,6.149830682272632,-0.1893999999999999,3.8262218261736014,50.03233333333333,22.02,5.337266666666666,1.99,0.1733333333333333,18.038,984.5,1.339472963903745,0,0
1834,i-80,8.993406692666667,7.221543288996595,-0.2005333333333333,4.814733510179896,42.714733333333335,22.48,8.072199999999999,1.39,0.4,22.13733333333333,840.4000000000001,11.49676693718172,0,1
1859,i-80,7.262088972533335,5.549177718015671,0.3819333333333334,4.443314213915039,36.845200000000006,19.14,6.276066666666667,1.08,0.2666666666666666,0.5053333333333334,15.399999999999991,10.360504856416073,0,1
1873,i-80,9.692906506133331,8.427765807407319,0.5414666666666668,4.244503020159507,41.5696,16.25,5.240666666666666,0.81,0.3333333333333333,5.89,230.1,25.12492735720152,0,1
1874,i-80,10.031497324933332,7.060751405221316,-0.4664,4.274182881208223,52.97646666666667,21.56,4.5346,1.45,0.24,19.59933333333333,994.5,7.400342389745126,0,1
1884,i-80,11.490234539242424,7.136438713777374,-0.0032575757575757,4.707111153782573,46.952272727272735,19.06,4.160909090909091,1.43,0.6287878787878788,0.2159090909090904,11.400000000000006,1.0430931894151658,0,1
1886,i-80,11.41386059266667,8.423646489066302,-0.1048666666666666,4.214579319595647,39.388533333333335,18.22,3.666266666666667,1.31,0.6333333333333333,7.46,371.8,12.495721520421636,0,1
1889,i-80,9.079406669733334,7.277962593688065,-0.0076,3.7188073934435217,74.1434,22.44,11.12213333333333,1.26,0.24,15.235999999999995,707.0999999999999,15.296617218571528,1,1
1891,i-80,11.792360491733334,7.480990736780583,-0.0862666666666667,4.312778195935632,47.8728,17.24,4.3834,1.57,0.5533333333333333,24.746666666666663,561.1999999999999,10.845842436688656,0,0
1893,i-80,9.256815713333332,8.787756205504868,0.5488571428571428,4.310492189076314,40.83409523809523,17.68,5.511142857142857,1.07,0.2952380952380952,0.4514285714285713,13.800000000000026,13.207900681510193,0,1
1894,i-80,7.900225166000002,6.290738257875234,0.5636,4.336722122190984,33.703,18.59,5.492066666666667,0.74,0.3733333333333333,0.4539999999999994,14.00000000000002,4.129736614901291,0,1
1895,i-80,9.574406537733331,7.337284296080297,-0.1549333333333334,3.359832159971199,42.73806666666667,17.3,4.3562,1.47,0.3,15.140666666666666,443.6,10.840373597035802,0,1
1899,i-80,10.0101791488,7.789963196596181,0.0442666666666666,3.8769835965098256,38.91146666666666,14.31,5.929466666666666,1.12,0.4666666666666667,0.3319999999999998,14.699999999999989,18.071996701857444,0,1
1906,i-80,11.1321788496,8.460688035209936,0.1595999999999999,3.886953031073544,45.49306666666666,9.48,4.770333333333333,0.81,0.5866666666666667,26.01333333333333,890.1999999999999,5.054169613480977,0,1
1909,i-80,12.9038147408,7.619898323122992,0.0296,3.982497762652253,48.85446666666667,23.83,3.641733333333333,1.07,0.4733333333333333,1.5033333333333336,153.8,7.384828949985025,0,1
1915,i-80,10.8124062076,7.024261335960476,-0.0628666666666667,3.15253628300452,49.86633333333333,23.5,4.045266666666667,1.42,0.3066666666666666,5.334666666666667,205.0,11.434214979757506,0,1
