vehicle_id,location,mean_speed,std_speed,mean_acc,std_acc,mean_headway,min_headway,mean_th,min_th,th_frac_critical,mean_delta_v,max_delta_v,lat_std,cmv_flag,near_miss
6,us-101,25.696902238400003,6.419059973408054,-0.0747999999999998,4.685083250191451,67.7094,42.15,2.0136000000000003,1.2,0.78,11.501999999999995,546.9,12.254610343183714,0,1
8,us-101,25.030493325200005,9.91684266322686,1.082,5.507644038710459,65.36540000000001,33.21,1.9492,1.19,1.0,8.58,265.0999999999999,13.960779260163829,0,1
9,us-101,21.6148578724,8.99930549754849,2.0846000000000005,5.565862131359896,80.07279999999999,22.16,4.257000000000001,0.84,0.7,73.624,1210.1,12.468160263958556,0,1
10,us-101,21.9014941596,8.79592671893668,0.3193999999999999,5.003023334924186,63.98999999999999,21.71,3.3316,1.29,0.84,16.065999999999995,420.19999999999993,11.996322888727706,0,1
11,us-101,17.344495374799997,6.6653785954836176,0.0688,4.042487938719654,112.8026,29.01,4.388599999999999,1.18,0.66,41.35,898.5000000000002,14.824986541013269,0,1
11,us-101,23.2884483352,5.479990508727177,0.7716,3.3010013075812408,89.18540000000002,37.21,2.658000000000001,1.18,0.8,62.104000000000006,898.5000000000002,13.828911167978363,0,1
12,us-101,23.6873118652,10.72445871964006,1.2768,4.171728188848436,58.375600000000006,26.37,2.8742000000000005,1.06,0.86,20.79,438.6,10.771762850061227,0,1
12,us-101,25.712038598000003,8.392660703390824,0.7846,3.750711067278321,58.6054,34.48,1.6582,0.97,0.96,17.952,438.6,8.923058250238135,0,1
13,us-101,21.2234943404,6.03334930796575,0.5803999999999999,5.125032985458808,93.4504,30.52,3.665200000000001,1.13,0.98,316.078,14799.1,18.49649031679209,0,1
14,us-101,15.041314170800002,7.198924675565564,0.3044,5.125439218610779,70.366,31.93,4.6728,1.68,0.46,75.852,1602.7,19.53808859187821,1,0
14,us-101,20.21249461,9.363812022628275,1.0692,4.690880357738006,97.2642,28.46,9.2842,1.33,0.64,151.232,2099.3,19.631511453439607,1,1
14,us-101,20.2475400552,11.42960660130066,0.6345999999999999,4.05138636387444,88.3194,26.33,17.2382,1.33,0.62,116.542,2099.3,17.844960126967536,1,1
15,us-101,15.544223127600006,5.6413140460233695,-0.1303999999999999,5.264984043621769,130.3674,41.58,6.2276,2.12,0.34,211.612,3030.0,14.038069227377854,0,0
16,us-101,19.7828129064,5.84493755119846,-0.0389999999999999,5.164151648131371,86.46620000000001,33.92,2.9412000000000007,1.62,0.62,43.068000000000005,993.4,14.726105648230872,0,0
17,us-101,14.0224053516,7.877264203415035,-0.0802,5.360988901312891,61.30700000000001,27.35,6.91,1.01,0.66,18.524,425.1,23.14808893509222,0,1
17,us-101,18.6943586512,7.010652823829385,-0.7638000000000001,5.890483120063676,63.2998,25.14,2.5268,1.01,0.82,40.602,754.7,22.522259711327585,0,1
18,us-101,21.5828124264,5.17646022947931,0.8683999999999998,3.12867603217171,77.19720000000001,43.85,2.4488000000000003,1.38,0.86,17.434000000000005,567.3000000000001,11.60767183717699,0,1
20,us-101,25.9630839856,10.793323916877736,0.4605999999999999,4.702747095570626,188.79280000000003,35.87,8.9862,1.15,0.68,205.348,8565.699999999999,11.382247518116689,0,1
20,us-101,25.2396750876,9.391432156670644,0.1721999999999997,5.774014021317176,87.64699999999999,35.87,2.3798000000000004,1.15,0.8,49.184,1444.3000000000002,8.771253928577819,0,1
21,us-101,22.1914031732,7.666762474256582,0.549,4.458653246834766,62.06219999999999,39.54,2.0464,1.37,0.88,19.394,430.2000000000001,9.286897147979127,0,1
21,us-101,25.1464023852,6.811982520352429,0.3102,4.429888048523233,80.1612,39.54,2.2046,1.37,0.9,19.264,430.2000000000001,11.38204266988943,0,1
22,us-101,23.0753120284,9.995427571090524,1.6314000000000002,4.199252610857784,73.61659999999999,37.37,2.3788,1.49,0.84,11.034,355.1,1.370745008216707,0,1
22,us-101,24.5069934648,7.884319809520522,1.1870000000000005,4.659997481824668,82.5596,55.57,2.4348,1.67,0.86,12.312,355.1,1.0289568026076958,0,0
23,us-101,23.4534482912,8.263080926102935,0.0586000000000001,5.578630879507616,61.665400000000005,25.7,2.2265999999999995,1.13,0.92,29.354000000000006,437.2000000000001,20.568195844367217,0,1
23,us-101,21.117539823200005,9.14779278199059,1.4952,4.956684721522182,59.382000000000005,22.79,7.194400000000001,1.13,0.86,38.63400000000001,437.2000000000001,21.687006172096957,0,1
24,us-101,10.3932245012,5.162047490038684,-0.1168,4.70841861749261,55.9612,21.71,4.7544,2.25,0.18,23.004,445.80000000000007,11.52404926148897,0,0
24,us-101,24.1224481128,10.570688812024729,-0.436,4.69633421958455,85.16180000000003,18.65,15.19,0.49,0.7,23.329999999999995,864.0999999999999,11.648933583493944,0,1
25,us-101,24.0713117628,8.147738340451163,-0.1696,2.42960478855542,95.1446,48.13,2.8078,2.21,0.76,46.17000000000001,581.1000000000001,4.538604717895812,0,0
25,us-101,27.491447214400004,7.059857151376516,0.4438000000000001,4.277517824006567,107.8124,69.65,2.718,2.21,0.82,39.532,581.1000000000001,5.412143799053445,0,0
26,us-101,20.9001762448,9.28919726878818,0.0847999999999998,4.061675154566708,62.60339999999999,44.53,2.3852,1.28,0.72,38.11000000000001,340.3,7.743948413451894,0,1
26,us-101,22.115039557200003,8.171078578048872,0.6302,4.334146099079178,83.2142,44.53,2.7638,1.57,0.58,42.92799999999999,868.9999999999999,5.981549001653641,0,0
27,us-101,22.4960394556,10.250131648733111,0.1158,3.323433858563293,77.8082,27.89,2.8322,1.68,0.7,34.512,665.6,8.29221626043339,0,0
27,us-101,20.4140400108,9.721063894570076,0.8298000000000001,4.206219151568354,79.4482,26.31,16.9904,1.68,0.56,27.598000000000003,786.1,7.934638226363273,0,0
29,us-101,18.0553588216,6.9937223077216055,-0.6732,3.643748596807235,91.08659999999998,27.42,3.404,1.61,0.66,12.046,402.5,6.82778936896407,0,0
30,us-101,21.643766955600004,7.962809097639064,0.6480000000000001,4.698348385445721,57.84740000000001,22.49,6.3580000000000005,1.04,0.86,26.994,686.0,6.347977769080063,0,1
31,us-101,20.504721804800003,9.64335433795876,0.0286,4.338847778018528,66.2744,25.04,3.6382,1.08,0.76,16.01,388.6,11.480237279440042,0,1
31,us-101,21.94090324,7.180404069417347,0.0334,5.101236588778634,70.9058,40.98,2.3108,1.08,0.9,30.134000000000004,494.4,4.653363997131098,0,1
31,us-101,23.9443572512,5.9723624520342895,0.6491999999999999,4.84923382965741,78.14320000000001,36.9,2.2232,0.98,0.88,100.222,975.8000000000002,16.685326130037563,0,1
32,us-101,22.6456303248,9.285495975631694,-0.6574,3.5204978833879133,64.24119999999999,29.82,2.1554,1.16,0.8,4.3420000000000005,196.5,7.9930302881539825,0,1
33,us-101,22.665403046800005,6.708457389048523,0.8268,4.858239976932941,82.774,21.19,2.476,1.1,0.76,38.18,1194.5,22.33291644079269,0,1
33,us-101,25.3790386868,5.902123874957232,1.092,5.087829816817575,88.9966,21.19,2.414,1.56,0.86,42.084,1194.5,23.843881459303265,0,0
34,us-101,20.0158582988,9.05748063094273,0.1182,4.742664234458974,79.1832,21.94,3.3122000000000003,0.76,0.5,31.168,603.4000000000001,6.1904987264388325,0,1
34,us-101,21.416585198000003,8.978979667923582,-0.3365999999999999,4.069539717241261,106.87459999999996,20.8,3.6186000000000007,0.9,0.5,69.80199999999999,1232.6999999999998,7.900091063515454,0,1
35,us-101,20.3736763852,9.531978176293729,1.1691999999999998,4.126656421909848,213.021,32.66,9.269,0.99,0.62,162.876,5288.7,31.13104513346831,0,1
37,us-101,19.578131142800004,11.913197077300856,0.1753999999999999,4.604164135622785,68.4532,23.47,4.7238,1.19,0.74,30.36,824.5999999999998,12.115210303749649,0,1
37,us-101,21.771130558,8.966987612919706,0.0407999999999999,4.553313590459285,60.2134,23.84,3.2444000000000006,0.81,0.88,22.976,701.4,8.183109525961239,0,1
38,us-101,11.750996866400005,7.81242123606118,0.6696,4.313614403779016,45.502,24.64,5.5728,1.7,0.5,6.606,225.6,15.265950637671953,0,0
38,us-101,22.367312217199995,8.546702975269378,-0.2226,5.20504261387406,57.75039999999999,30.31,3.8123999999999993,0.93,0.9,17.784000000000002,169.89999999999995,15.43922596929718,0,1
